Database Name	ODA
Database Link	http://localhost/ODA/OdaService.asmx
Evaluation GUID	d99c451c-32a2-43d1-acad-d5a8aef429a7
Plate Name	Feeder free HiPSCi 21.05.14
Measurement	Measurement1
Evaluation	Evaluation1
Population	Population - Clumped Nuclei Selected

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Compound	Concentration	Cell Type	Cell Count	Clumped Nuclei Selected - Number of Nuclei Selected- per Object 	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object 	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object 	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object 	Clumped Nuclei Selected - Cell Roundness- Mean per Object 	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object 	
2	9	1	0	1	10	727	639	[696,540,752,716]					5	15806	10798	2532	0.733192	0.441741	
2	9	1	0	1	11	282	614	[263,561,308,636]					1	2780	1647	1678	0.627769	0.318987	
2	9	1	0	1	12	373	583	[348,562,408,597]					2	5932	4256	1022	0.841671	0.517776	
2	9	1	0	1	13	830	631	[753,590,867,807]					8	28124	17521	12442	0.730093	0.441182	
2	9	1	0	1	14	326	732	[269,719,354,744]					1	3273	1680	1145	0.544341	0.216392	
2	9	1	0	1	15	568	786	[494,754,672,830]					3	13982	6905	4888	0.753651	0.424934	
2	9	1	0	1	16	168	832	[160,782,178,922]					1	4108	2536	1369	0.340488	0.115069	
2	9	1	0	1	17	454	955	[411,937,511,981]					2	4647	5607	2613	0.780412	0.565415	
2	9	1	0	1	18	656	964	[648,957,662,974]					1	1348	2804	186	0.916221	0.615385	
2	9	1	0	1	19	336	999	[322,988,352,1017]					1	2871	1904	435	0.810987	0.376673	
2	9	1	0	2	1	1278	15	[1262,2,1291,37]					1	2767	3204	665	0.785291	0.638877	
2	9	1	0	2	2	1201	75	[1186,59,1220,91]					1	4441	1595	788	0.911678	0.653787	
2	9	1	0	2	3	416	195	[360,150,438,218]					2	7786	5547	1586	0.784475	0.419375	
2	9	1	0	2	4	324	195	[288,167,351,292]					2	4956	4232	2906	0.674006	0.348814	
2	9	1	0	2	5	352	298	[312,271,384,323]					1	2414	2822	1774	0.678163	0.427954	
2	9	1	0	2	6	178	436	[164,379,194,462]					1	2421	3638	1255	0.588818	0.251282	
2	9	1	0	2	7	1014	435	[1008,428,1021,442]					1	5073	1547	141	1.00064	0.773265	
2	9	1	0	2	8	1049	580	[1033,568,1068,606]					3	17339	7146	858	0.951414	0.635513	
2	9	1	0	2	9	300	700	[279,685,317,718]					1	4379	1596	836	0.910936	0.663267	
2	9	1	0	2	10	473	965	[420,861,504,999]					4	8438	8025	5647	0.701668	0.487941	
2	9	1	0	3	1	821	65	[805,55,847,75]					1	3929	1675	568	0.786837	0.419058	
2	9	1	0	3	2	1098	290	[1070,275,1121,312]					1	2224	3847	1234	0.782924	0.521166	
2	9	1	0	3	3	560	403	[549,389,572,415]					1	4345	1648	402	0.955131	0.717252	
2	9	1	0	3	4	256	416	[238,400,281,436]					2	10540	4481	978	0.885919	0.582058	
2	9	1	0	3	5	84	511	[75,505,92,518]					1	1620	2061	194	0.940349	0.646886	
2	9	1	0	3	6	145	770	[130,752,159,790]					1	1776	4805	856	0.913609	0.639199	
2	9	1	0	3	7	1220	839	[1213,832,1232,847]					1	5892	1673	236	0.982609	0.642727	
2	9	1	0	3	8	984	957	[974,948,995,972]					1	4649	1630	352	0.968111	0.711325	
2	9	1	0	4	1	572	110	[563,100,581,120]					1	2659	1578	260	0.854145	0.732177	
2	9	1	0	4	2	866	169	[813,149,892,193]					1	1947	2339	1634	0.602611	0.377815	
2	9	1	0	4	3	425	402	[378,387,450,417]					2	9146	3805	1312	0.782019	0.532668	
2	9	1	0	4	4	515	422	[505,412,525,436]					1	1385	4494	373	0.930035	0.733284	
2	9	1	0	4	5	1258	542	[1205,517,1302,562]					3	9399	5690	2018	0.803829	0.51899	
2	9	1	0	4	6	419	673	[382,631,505,713]					3	11146	5901	4698	0.739027	0.478338	
2	9	1	0	4	7	190	766	[173,715,223,813]					2	3482	3311	1914	0.67425	0.385596	
2	9	1	0	4	8	241	945	[191,834,268,976]					2	5959	3211	4113	0.595664	0.328835	
2	9	1	0	4	9	125	984	[107,962,151,1002]					1	2779	1690	1041	0.785888	0.485071	
2	9	1	0	5	1	215	56	[193,35,224,89]					1	3372	1650	741	0.676339	0.274002	
2	9	1	0	5	2	841	53	[830,40,891,86]					1	1790	2126	942	0.581899	0.233832	
2	9	1	0	5	3	321	81	[305,59,337,105]					1	2316	2248	592	0.714104	0.269398	
2	9	1	0	5	4	1186	103	[1173,88,1202,124]					2	7175	6471	687	0.899172	0.515936	
2	9	1	0	5	5	875	142	[862,127,892,161]					1	3895	1628	645	0.906508	0.662937	
2	9	1	0	5	6	589	309	[578,270,603,337]					1	2656	2020	932	0.660093	0.261309	
2	9	1	0	5	7	1101	355	[1078,345,1120,372]					2	8880	4028	651	0.878088	0.516862	
2	9	1	0	5	8	1229	415	[1173,394,1253,441]					2	4292	3206	1405	0.648538	0.389764	
2	9	1	0	5	9	1079	574	[1045,520,1342,763]					15	55391	27450	18085	0.744468	0.500776	
2	9	1	0	5	10	764	544	[750,521,781,560]					1	5613	1685	677	0.863676	0.497859	
2	9	1	0	5	11	551	568	[537,554,568,582]					1	5135	2283	643	0.981949	0.766376	
2	9	1	0	5	12	748	601	[727,587,775,622]					2	7753	6167	792	0.827986	0.457	
2	9	1	0	5	13	994	617	[980,604,1008,634]					1	4271	1636	623	0.950688	0.690773	
2	9	1	0	5	14	377	762	[190,658,416,911]					11	34571	19752	13164	0.729041	0.475532	
2	9	1	0	5	15	853	692	[841,682,872,706]					1	4254	2283	460	0.906126	0.528188	
2	9	1	0	5	16	1266	832	[1133,751,1354,901]					14	54873	27155	12926	0.834621	0.559315	
2	9	1	0	5	17	268	975	[219,906,400,1005]					4	11461	6544	8079	0.78452	0.554277	
2	9	1	0	5	18	441	987	[406,951,498,1020]					2	6596	3280	2154	0.678168	0.339079	
2	9	1	0	6	1	1285	158	[1147,66,1341,187]					6	15809	13183	6684	0.762214	0.509257	
2	9	1	0	6	2	535	105	[492,74,545,173]					2	3201	3489	1197	0.63302	0.242291	
2	9	1	0	6	3	871	214	[821,180,912,368]					5	13888	10120	5567	0.769726	0.51348	
2	9	1	0	6	4	550	225	[539,210,561,237]					1	3389	4078	471	0.918929	0.67732	
2	9	1	0	6	5	1225	322	[1208,295,1243,358]					1	2708	1584	1244	0.725006	0.426241	
2	9	1	0	6	6	204	344	[121,325,241,385]					2	4753	5090	2692	0.748913	0.412027	
2	9	1	0	6	7	748	513	[586,423,779,550]					5	16597	8532	7440	0.705028	0.429067	
2	9	1	0	6	8	1315	453	[1303,441,1327,471]					2	7449	5597	545	0.895607	0.623317	
2	9	1	0	6	9	840	535	[823,487,857,605]					2	7139	5861	2584	0.715048	0.415137	
2	9	1	0	6	10	1079	548	[1068,530,1090,563]					1	3734	1591	474	0.841542	0.549496	
2	9	1	0	6	11	395	591	[381,580,414,602]					1	4254	1581	528	0.911905	0.633859	
2	9	1	0	6	12	447	624	[426,606,470,641]					1	5681	3938	1046	0.911919	0.638508	
2	9	1	0	6	13	1068	731	[1041,676,1092,783]					1	2794	1579	1367	0.462096	0.133198	
2	9	1	0	6	14	965	735	[936,680,1030,955]					6	19537	10790	6737	0.663682	0.353912	
2	9	1	0	6	15	127	724	[86,689,144,762]					1	1074	1527	1589	0.599641	0.316907	
2	9	1	0	6	16	30	818	[6,806,49,843]					1	1812	1508	741	0.66306	0.331577	
2	9	1	0	6	17	687	868	[670,854,704,888]					1	1105	2122	791	0.892351	0.671473	
2	9	1	0	6	18	119	901	[109,892,129,918]					1	2678	2718	395	0.897069	0.654946	
2	9	1	0	6	19	1198	959	[1163,906,1261,1009]					3	7468	7795	3306	0.661585	0.396626	
2	9	1	0	7	1	1148	86	[1123,11,1220,124]					4	11843	7578	5057	0.745074	0.546737	
2	9	1	0	7	2	381	59	[362,38,407,114]					1	2198	2580	1470	0.571072	0.274398	
2	9	1	0	7	3	847	129	[801,95,876,191]					1	1637	2094	2432	0.588571	0.310294	
2	9	1	0	7	4	863	190	[842,170,913,205]					2	6343	5308	1610	0.846421	0.572182	
2	9	1	0	7	5	189	192	[159,178,235,220]					1	2700	3165	1165	0.594403	0.236626	
2	9	1	0	7	6	381	210	[325,184,460,231]					3	6488	6325	2291	0.734729	0.373423	
2	9	1	0	7	7	582	297	[450,216,836,381]					15	46005	27408	23130	0.731905	0.462373	
2	9	1	0	7	8	947	228	[943,224,953,232]					1	1031	2462	70	0.984256	0.766261	
2	9	1	0	7	9	653	526	[604,313,931,574]					19	64503	30422	26527	0.660086	0.39413	
2	9	1	0	7	10	556	481	[520,450,580,514]					2	9739	3319	1659	0.867477	0.532175	
2	9	1	0	7	11	92	510	[29,458,153,547]					3	9780	5607	5850	0.660377	0.434012	
2	9	1	0	7	12	1037	718	[1015,669,1061,746]					1	3481	1572	1560	0.585475	0.316806	
2	9	1	0	7	13	221	715	[214,708,230,728]					1	6176	1534	268	0.947716	0.685994	
2	9	1	0	7	14	790	776	[716,726,881,860]					4	9898	6116	5159	0.689295	0.387521	
2	9	1	0	7	15	548	833	[536,821,569,854]					1	3770	1544	666	0.923673	0.587351	
2	9	1	0	7	16	232	876	[217,861,247,897]					1	6135	3794	855	0.934295	0.74557	
2	9	1	0	7	17	161	900	[153,893,169,908]					1	2794	1518	203	0.96684	0.735215	
2	9	1	0	8	1	1222	254	[1184,82,1332,304]					5	10670	8594	7655	0.665624	0.393816	
2	9	1	0	8	2	672	136	[622,109,794,191]					4	10005	7832	6138	0.678604	0.390595	
2	9	1	0	8	3	1303	196	[1265,168,1347,256]					2	3689	3444	2815	0.620948	0.353251	
2	9	1	0	8	4	1289	381	[1237,367,1316,394]					1	3794	2134	1547	0.712646	0.305509	
2	9	1	0	8	5	602	440	[580,416,622,462]					1	5477	2538	978	0.756835	0.453807	
2	9	1	0	8	6	1184	479	[1169,427,1202,537]					2	7790	3307	1422	0.690882	0.40943	
2	9	1	0	8	7	171	734	[155,721,187,752]					2	6611	3223	659	0.839749	0.553034	
2	9	1	0	8	8	319	769	[299,751,337,787]					1	2214	2383	851	0.833349	0.611557	
2	9	1	0	8	9	35	791	[27,782,44,804]					1	1133	3181	304	0.902431	0.726212	
2	9	1	0	8	10	1007	844	[967,833,1030,882]					1	3254	1763	1147	0.638501	0.274966	
2	9	1	0	8	11	157	901	[43,868,216,957]					3	12187	8066	2807	0.689414	0.380052	
2	9	1	0	8	12	1334	909	[1303,878,1351,944]					1	2503	1756	1394	0.646107	0.372538	
2	9	1	0	8	13	1243	924	[1191,894,1271,981]					1	3749	2082	1673	0.550715	0.155061	
2	9	1	0	8	14	197	979	[178,898,306,1007]					3	9432	5824	2835	0.619303	0.245343	
2	9	1	0	8	15	362	964	[316,918,394,986]					1	2592	2037	1683	0.581964	0.282843	
2	9	1	0	9	1	1237	24	[1231,18,1244,30]					1	5073	1564	133	0.964839	0.826047	
2	9	1	0	9	2	374	65	[269,30,437,111]					3	8424	4802	6264	0.67025	0.435106	
2	9	1	0	9	3	489	131	[457,108,527,148]					2	6195	4800	1307	0.765369	0.408042	
2	9	1	0	9	4	1111	147	[1070,112,1152,165]					1	2475	1584	1882	0.616593	0.281757	
2	9	1	0	9	5	58	146	[18,119,112,181]					1	2706	1854	3066	0.72114	0.377281	
2	9	1	0	9	6	564	186	[533,165,638,273]					2	5212	3152	3279	0.691289	0.390555	
2	9	1	0	9	7	192	201	[152,168,221,244]					1	3394	1908	2889	0.814561	0.549642	
2	9	1	0	9	8	412	203	[371,180,442,238]					1	2314	1584	1665	0.598925	0.344629	
2	9	1	0	9	9	475	256	[456,182,500,322]					3	13575	6092	2454	0.71894	0.402084	
2	9	1	0	9	10	939	235	[902,194,980,270]					1	5366	1765	1999	0.582761	0.382225	
2	9	1	0	9	11	1009	247	[998,203,1024,278]					2	7810	4053	1247	0.775247	0.417854	
2	9	1	0	9	12	96	282	[45,211,128,404]					3	8048	5808	6089	0.672666	0.383269	
2	9	1	0	9	13	731	304	[682,220,768,355]					2	5585	4610	2155	0.578831	0.231808	
2	9	1	0	9	14	647	340	[574,297,666,395]					4	10249	7051	3814	0.660115	0.347316	
2	9	1	0	9	15	754	307	[747,301,761,313]					1	1050	1608	127	0.906869	0.707107	
2	9	1	0	9	16	466	451	[407,320,495,487]					2	4516	4580	4733	0.678397	0.395825	
2	9	1	0	9	17	167	358	[133,344,185,372]					1	7670	2262	984	0.773932	0.490707	
2	9	1	0	9	18	112	385	[104,372,125,466]					1	2875	1663	1023	0.457067	0.132657	
2	9	1	0	9	19	1172	436	[1157,404,1184,481]					2	4553	5496	1166	0.700902	0.412567	
2	9	1	0	9	20	38	792	[17,765,80,822]					1	4283	2042	1414	0.684427	0.350357	
2	9	1	0	9	21	132	846	[64,770,186,880]					2	5198	4317	2395	0.483867	0.174326	
2	10	1	0	1	1	956	58	[927,10,1018,75]					2	3687	3278	1518	0.714505	0.306254	
2	10	1	0	1	2	1198	41	[1186,25,1209,74]					1	2113	1664	714	0.725508	0.374364	
2	10	1	0	1	3	985	71	[969,61,1076,130]					3	7192	4918	1525	0.77189	0.438109	
2	10	1	0	1	4	985	180	[963,160,1004,201]					1	3506	1956	740	0.725921	0.395066	
2	10	1	0	1	5	1143	188	[1078,161,1166,211]					2	3960	3367	2491	0.759154	0.54181	
2	10	1	0	1	6	384	260	[334,215,483,442]					7	15212	15210	11803	0.667258	0.402064	
2	10	1	0	1	7	507	243	[472,225,544,269]					1	1963	1609	1707	0.740455	0.417448	
2	10	1	0	1	8	1213	254	[1201,244,1222,266]					1	2465	2514	334	0.956749	0.691398	
2	10	1	0	1	9	551	366	[394,309,587,478]					4	8329	8056	3890	0.709574	0.291439	
2	10	1	0	1	10	1046	598	[1031,587,1058,614]					1	4803	2768	514	0.884385	0.608121	
2	10	1	0	1	11	773	664	[743,644,797,677]					1	4195	1618	919	0.77969	0.43284	
2	10	1	0	1	12	874	696	[836,669,910,727]					1	2541	1995	2639	0.755541	0.595986	
2	10	1	0	1	13	402	749	[382,702,425,792]					1	2453	1689	936	0.454322	0.143872	
2	10	1	0	1	14	983	716	[959,709,1014,724]					1	3253	1742	545	0.598131	0.228143	
2	10	1	0	1	15	575	797	[535,729,667,836]					3	6988	7096	4445	0.681702	0.424142	
2	10	1	0	1	16	1029	774	[992,735,1044,807]					1	2187	2555	1368	0.613172	0.311164	
2	10	1	0	1	17	828	787	[776,753,980,850]					5	12943	10790	7718	0.699402	0.367254	
2	10	1	0	1	18	1145	792	[1121,763,1190,832]					1	3192	1631	1504	0.583045	0.323255	
2	10	1	0	1	19	554	936	[465,855,706,1019]					13	27858	24682	18835	0.727367	0.426821	
2	10	1	0	2	1	1222	526	[1189,444,1248,616]					2	5359	4005	2810	0.571245	0.301359	
2	10	1	0	2	2	664	507	[650,498,677,519]					1	2938	3445	386	0.900131	0.618031	
2	10	1	0	2	3	1309	632	[1286,557,1349,688]					2	3815	3537	2673	0.612204	0.342567	
2	10	1	0	2	4	653	646	[644,638,663,654]					1	3395	1472	229	0.988802	0.749775	
2	10	1	0	2	5	616	659	[607,649,626,685]					1	2363	1623	463	0.74028	0.352347	
2	10	1	0	2	6	468	690	[456,677,487,708]					1	1480	1625	607	0.935466	0.514307	
2	10	1	0	2	7	336	723	[286,683,379,764]					1	5120	1531	4675	0.421994	0.514808	
2	10	1	0	2	8	14	734	[4,722,25,745]					1	3048	1761	382	0.960652	0.772949	
2	10	1	0	2	9	636	745	[625,732,650,763]					2	4603	3997	579	0.842984	0.515486	
2	10	1	0	2	10	79	816	[64,801,100,832]					1	2545	1601	559	0.789364	0.394598	
2	10	1	0	2	11	1009	865	[978,801,1035,941]					2	4314	3050	1859	0.574651	0.220137	
2	10	1	0	2	12	784	901	[776,893,793,910]					1	1473	3241	209	0.912352	0.68654	
2	10	1	0	3	1	1115	54	[1080,11,1193,88]					2	3050	3312	3473	0.774834	0.431474	
2	10	1	0	3	2	975	122	[947,27,997,151]					3	6116	4985	3038	0.782875	0.499998	
2	10	1	0	3	3	520	82	[493,65,542,97]					1	1738	1764	1034	0.812625	0.503753	
2	10	1	0	3	4	1177	117	[1073,96,1221,143]					4	8780	7750	3729	0.814381	0.488699	
2	10	1	0	3	5	900	157	[847,138,927,183]					1	2781	1586	1936	0.668786	0.406995	
2	10	1	0	3	6	1021	183	[989,164,1043,207]					1	3695	1606	1058	0.744954	0.374656	
2	10	1	0	3	7	966	267	[943,251,992,286]					1	2139	1876	957	0.761222	0.44494	
2	10	1	0	3	8	281	265	[264,253,299,283]					1	2961	1549	594	0.818724	0.443063	
2	10	1	0	3	9	897	337	[874,273,908,346]					1	2687	1766	893	0.53621	0.178206	
2	10	1	0	3	10	248	405	[218,387,285,418]					1	4215	1705	1070	0.688986	0.311606	
2	10	1	0	3	11	382	424	[347,388,411,518]					4	15579	8803	4955	0.758829	0.541191	
2	10	1	0	3	12	121	437	[82,409,177,475]					1	3682	2521	2212	0.643814	0.274626	
2	10	1	0	3	13	1073	500	[1068,495,1081,506]					1	3132	1529	130	0.951099	0.760117	
2	10	1	0	3	14	696	607	[618,531,726,727]					5	9460	10074	4998	0.614009	0.411341	
2	10	1	0	3	15	542	695	[510,663,567,719]					1	2190	1558	1431	0.764573	0.446077	
2	10	1	0	3	16	190	783	[144,750,222,837]					3	5882	4664	3448	0.773046	0.480686	
2	10	1	0	3	17	344	918	[313,902,513,935]					3	8324	4890	3111	0.621403	0.263803	
2	10	1	0	3	18	144	982	[109,962,165,995]					1	2026	1577	945	0.734603	0.394413	
2	10	1	0	4	1	1168	87	[1139,29,1266,126]					2	3288	2988	3325	0.573462	0.299984	
2	10	1	0	4	2	332	138	[321,95,344,204]					2	4660	3499	1453	0.609699	0.278042	
2	10	1	0	4	3	1090	172	[1069,160,1106,186]					1	2215	1508	719	0.906737	0.574922	
2	10	1	0	4	4	372	434	[347,393,391,476]					1	2128	1536	1442	0.62101	0.249922	
2	10	1	0	4	5	248	510	[186,490,273,533]					1	2133	1527	1839	0.577839	0.326317	
2	10	1	0	4	6	1032	667	[1004,608,1053,700]					2	3095	2993	1301	0.632077	0.322718	
2	10	1	0	4	7	200	731	[169,706,242,772]					2	5338	3954	2690	0.741337	0.453118	
2	10	1	0	4	8	793	730	[781,718,805,747]					1	2100	2771	481	0.931572	0.686594	
2	10	1	0	4	9	645	896	[626,884,706,958]					2	5106	4630	1297	0.733937	0.333655	
2	10	1	0	4	10	1090	960	[1074,939,1105,977]					2	4493	3045	626	0.892366	0.557084	
2	10	1	0	4	11	314	987	[286,945,335,1014]					2	7416	3601	1867	0.766977	0.487947	
2	10	1	0	4	12	567	988	[528,962,592,1020]					1	2275	2413	1931	0.785985	0.591459	
2	10	1	0	5	1	604	65	[514,19,668,106]					3	4669	5688	5017	0.692091	0.366671	
2	10	1	0	5	2	125	66	[106,33,142,107]					1	4088	2514	1406	0.691932	0.401749	
2	10	1	0	5	3	582	247	[524,108,592,261]					2	3162	4283	1695	0.520226	0.179822	
2	10	1	0	5	4	367	133	[350,118,510,174]					4	6850	9030	2974	0.769743	0.446252	
2	10	1	0	5	5	178	194	[138,139,246,239]					3	6455	6269	2186	0.755483	0.366718	
2	10	1	0	5	6	919	169	[904,153,989,199]					2	3824	5887	1391	0.637238	0.339003	
2	10	1	0	5	7	1058	272	[1044,258,1074,289]					1	3735	4012	628	0.955123	0.738672	
2	10	1	0	5	8	514	362	[470,338,552,545]					4	7852	9370	6229	0.682468	0.477534	
2	10	1	0	5	9	1062	442	[1051,432,1074,452]					1	2228	1568	353	0.969743	0.700696	
2	10	1	0	5	10	395	469	[262,442,453,595]					8	18327	15138	8960	0.694246	0.425923	
2	10	1	0	5	11	1038	501	[1013,485,1086,515]					1	2568	1579	736	0.503514	0.159392	
2	10	1	0	5	12	611	600	[525,554,682,730]					7	18787	15780	9009	0.701447	0.465636	
2	10	1	0	5	13	1248	663	[1201,634,1296,712]					3	6213	4712	1438	0.742898	0.316121	
2	10	1	0	5	14	346	759	[316,745,363,776]					1	1844	2383	1008	0.832019	0.51133	
2	10	1	0	5	15	1022	932	[990,899,1042,974]					1	3043	2181	1375	0.594995	0.241908	
2	10	1	0	6	1	591	71	[554,20,844,324]					13	50519	23515	14975	0.762352	0.439435	
2	10	1	0	6	2	481	333	[445,284,547,360]					4	17012	8141	3720	0.785208	0.516676	
2	10	1	0	6	3	1316	327	[1299,315,1330,342]					1	2490	1534	544	0.828811	0.620844	
2	10	1	0	6	4	280	791	[78,593,345,895]					18	44139	38840	20298	0.780318	0.491951	
2	10	1	0	6	5	1276	709	[1184,637,1309,730]					2	3994	3057	2206	0.580523	0.277148	
2	10	1	0	6	6	614	846	[556,807,637,868]					2	4185	4367	1898	0.690628	0.361752	
2	10	1	0	6	7	1154	860	[1123,837,1178,936]					3	5110	4893	1959	0.715251	0.389822	
2	10	1	0	6	8	515	964	[504,954,527,976]					1	3705	2246	388	0.902925	0.613572	
2	10	1	0	7	1	867	34	[858,13,879,71]					1	2072	1587	676	0.638333	0.248069	
2	10	1	0	7	2	579	78	[560,40,601,123]					2	5448	4740	1081	0.663665	0.330213	
2	10	1	0	7	3	843	187	[833,177,854,199]					1	3341	2108	357	1.01503	0.863905	
2	10	1	0	7	4	1151	345	[1135,327,1169,371]					1	2672	1861	626	0.620814	0.479151	
2	10	1	0	7	5	918	535	[873,524,1009,559]					2	4467	2985	2060	0.582963	0.234069	
2	10	1	0	7	6	1222	576	[1179,554,1268,597]					2	5711	4087	1497	0.65782	0.40089	
2	10	1	0	7	7	640	645	[616,629,665,663]					1	1681	2629	835	0.713896	0.383071	
2	10	1	0	7	8	736	670	[702,646,774,698]					2	5636	4706	1834	0.742374	0.471478	
2	10	1	0	7	9	1315	915	[1302,904,1338,931]					2	4455	3045	591	0.935296	0.567707	
2	10	1	0	7	10	1226	921	[1215,909,1241,934]					1	2759	1541	477	0.821415	0.649584	
2	10	1	0	8	1	873	66	[849,8,903,122]					5	11086	8766	2279	0.755351	0.455247	
2	10	1	0	8	2	512	89	[480,20,576,116]					3	5189	6281	4187	0.699905	0.470598	
2	10	1	0	8	3	694	150	[652,41,732,229]					3	7670	5075	3460	0.64691	0.304389	
2	10	1	0	8	4	824	366	[676,240,931,413]					10	18342	19033	9823	0.673164	0.365925	
2	10	1	0	8	5	1315	260	[1309,254,1321,266]					1	1629	1550	125	0.959578	0.824463	
2	10	1	0	8	6	1025	409	[987,352,1141,506]					6	13395	10651	5248	0.814771	0.52598	
2	10	1	0	8	7	899	440	[868,405,966,466]					2	4911	3095	2821	0.723748	0.520366	
2	10	1	0	9	1	702	64	[681,30,757,128]					2	4576	3992	1933	0.69082	0.334132	
2	10	1	0	9	2	94	54	[82,42,109,69]					1	2368	1831	488	1.0022	0.690805	
2	10	1	0	9	3	1112	95	[1072,54,1232,183]					7	14498	14781	10714	0.672632	0.44732	
2	10	1	0	9	4	239	130	[210,93,280,156]					1	2042	1536	1321	0.55431	0.36367	
2	10	1	0	9	5	891	222	[778,186,975,300]					6	12175	10645	7955	0.708608	0.452101	
2	10	1	0	9	6	444	235	[426,221,468,259]					1	2184	2135	767	0.705334	0.386138	
2	10	1	0	9	7	842	322	[826,306,861,342]					1	3714	3779	835	0.889675	0.688021	
2	10	1	0	9	8	976	369	[929,332,1021,435]					2	4586	4848	2447	0.690657	0.351424	
2	10	1	0	9	9	789	472	[701,414,821,599]					6	10203	12247	10019	0.682867	0.470644	
2	10	1	0	9	10	35	728	[25,717,45,744]					1	2692	1772	420	0.947946	0.666667	
2	10	1	0	9	11	149	751	[58,737,172,822]					3	6361	6563	2057	0.653069	0.299427	
2	10	1	0	9	12	249	745	[241,737,259,757]					1	1593	1750	271	0.954098	0.753151	
2	10	1	0	9	13	507	915	[439,854,529,942]					3	7623	5066	3866	0.671214	0.379518	
2	10	1	0	9	14	428	994	[401,945,446,1011]					1	3798	1569	1313	0.688519	0.321568	
2	10	1	0	9	15	154	961	[143,951,165,974]					1	2257	2411	373	0.913455	0.691873	
2	11	1	0	1	1	313	129	[282,110,328,227]					1	7701	1833	2724	0.604721	0.231099	
2	11	1	0	1	2	545	176	[516,165,580,196]					1	2359	1751	901	0.651749	0.29113	
2	11	1	0	1	3	41	262	[23,236,65,302]					1	1942	1881	1418	0.671215	0.43109	
2	11	1	0	1	4	1322	386	[1309,339,1336,509]					4	9949	9977	2619	0.708526	0.434213	
2	11	1	0	1	5	183	514	[108,431,231,573]					2	4556	5349	2734	0.515053	0.204863	
2	11	1	0	1	6	312	541	[290,519,337,565]					1	3381	2154	1486	0.831978	0.601773	
2	11	1	0	1	7	53	559	[42,542,68,572]					2	4351	3993	522	0.890215	0.52207	
2	11	1	0	1	8	467	629	[314,566,504,664]					4	11783	7892	6984	0.700154	0.39716	
2	11	1	0	1	9	45	661	[34,652,69,681]					1	1917	2232	533	0.841519	0.450193	
2	11	1	0	1	10	269	660	[254,653,295,673]					1	2194	1737	489	0.76653	0.316052	
2	11	1	0	1	11	549	687	[536,662,562,715]					1	2633	2347	925	0.711962	0.369102	
2	11	1	0	1	12	391	735	[370,699,413,760]					1	2081	2053	1392	0.572986	0.442453	
2	11	1	0	1	13	272	739	[262,730,285,750]					1	3282	2845	345	0.975365	0.713957	
2	11	1	0	1	14	594	760	[579,743,611,776]					1	3626	1762	670	0.939259	0.633275	
2	11	1	0	1	15	423	796	[370,758,508,956]					6	12742	11007	9752	0.650325	0.384619	
2	11	1	0	1	16	1294	815	[1283,799,1323,826]					1	2822	1774	689	0.67993	0.353214	
2	11	1	0	1	17	590	829	[575,803,613,864]					2	10454	3800	1193	0.760343	0.382227	
2	11	1	0	1	18	995	872	[964,843,1040,935]					2	4320	3803	2127	0.706534	0.39738	
2	11	1	0	1	19	85	964	[47,935,116,1001]					2	7106	6037	2023	0.8635	0.525571	
2	11	1	0	1	20	45	962	[25,949,58,979]					1	2694	1777	594	0.862689	0.514475	
2	11	1	0	2	1	1043	53	[1013,10,1148,110]					4	6456	7312	7142	0.676407	0.492328	
2	11	1	0	2	2	902	49	[820,15,933,127]					4	11960	8089	3925	0.798042	0.491082	
2	11	1	0	2	3	771	169	[613,125,878,290]					10	30523	17192	12601	0.738013	0.481474	
2	11	1	0	2	4	972	268	[925,188,1054,398]					7	19499	12579	9300	0.73755	0.449009	
2	11	1	0	2	5	728	539	[527,383,775,706]					17	41696	30342	23114	0.686503	0.430808	
2	11	1	0	2	6	1334	405	[1318,389,1347,418]					1	3209	1674	579	0.922831	0.577102	
2	11	1	0	2	7	440	610	[398,542,796,907]					16	53888	27636	22026	0.690199	0.404991	
2	11	1	0	2	8	291	751	[278,740,309,764]					1	3477	2105	536	0.856205	0.655759	
2	11	1	0	2	9	149	821	[114,805,203,835]					1	1792	1643	1701	0.644766	0.292979	
2	11	1	0	2	10	1190	918	[1142,886,1243,957]					1	2491	1751	3625	0.641732	0.451127	
2	11	1	0	2	11	438	945	[420,927,448,998]					1	2327	1668	914	0.532212	0.217857	
2	11	1	0	2	12	152	991	[132,968,184,1006]					1	1741	2610	1124	0.759322	0.453934	
2	11	1	0	3	1	272	188	[252,157,287,225]					1	1774	1936	1091	0.614128	0.340927	
2	11	1	0	3	2	874	206	[844,174,941,262]					2	2444	4098	1892	0.597805	0.330372	
2	11	1	0	3	3	198	291	[152,272,244,332]					1	1929	2036	970	0.385338	0.128236	
2	11	1	0	3	4	126	362	[112,344,140,380]					1	2339	2332	670	0.92691	0.579002	
2	11	1	0	3	5	420	820	[393,798,454,874]					1	1687	2295	1622	0.525046	0.308628	
