Database Name	ODA
Database Link	http://localhost/ODA/OdaService.asmx
Evaluation GUID	d99c451c-32a2-43d1-acad-d5a8aef429a7
Plate Name	Feeder free HiPSCi 21.05.14
Measurement	Measurement1
Evaluation	Evaluation1
Population	Population - Clumped Nuclei Selected

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Compound	Concentration	Cell Type	Cell Count	Clumped Nuclei Selected - Number of Nuclei Selected- per Object 	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object 	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object 	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object 	Clumped Nuclei Selected - Cell Roundness- Mean per Object 	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object 	
3	8	1	0	9	33	268	673	[239,645,328,710]					1	5142	2302	2993	0.714436	0.462065	
3	8	1	0	9	34	670	686	[651,648,692,704]					1	4933	1592	902	0.55248	0.327715	
3	8	1	0	9	35	420	676	[366,651,456,706]					2	7112	3695	2343	0.749053	0.404454	
3	8	1	0	9	36	845	706	[800,683,936,752]					3	11600	4784	2472	0.717932	0.356575	
3	8	1	0	9	37	1068	777	[1025,720,1120,881]					3	10311	7415	4432	0.666988	0.3753	
3	8	1	0	9	38	1234	754	[1223,741,1248,768]					1	3252	3513	507	0.917381	0.708385	
3	8	1	0	9	39	490	766	[457,751,519,782]					2	8487	3881	1175	0.76522	0.459949	
3	8	1	0	9	40	800	774	[772,758,822,792]					1	3091	1519	1035	0.87914	0.531386	
3	8	1	0	9	41	85	910	[22,803,136,967]					7	21323	13207	9594	0.750023	0.471226	
3	8	1	0	9	42	636	823	[611,813,663,836]					1	4646	1630	690	0.709925	0.342405	
3	8	1	0	9	43	1309	927	[1260,850,1352,989]					3	7744	5158	4390	0.669025	0.414006	
3	8	1	0	9	44	650	893	[570,877,669,947]					2	8555	3768	1937	0.699518	0.326467	
3	8	1	0	9	45	741	926	[660,896,765,977]					4	16747	8702	3421	0.78493	0.433133	
3	8	1	0	9	46	401	928	[386,914,422,942]					1	4572	2795	826	0.915151	0.677295	
3	8	1	0	9	47	288	939	[274,918,304,968]					1	3557	1602	877	0.695263	0.474045	
3	8	1	0	9	48	1214	1004	[1200,988,1231,1020]					1	2543	2380	628	0.795942	0.559553	
3	9	1	0	1	1	170	72	[120,2,242,165]					5	21873	10294	4864	0.847859	0.487011	
3	9	1	0	1	2	807	28	[779,7,837,50]					2	9223	3818	1636	0.88351	0.606131	
3	9	1	0	1	3	568	55	[522,10,696,141]					13	46706	21278	11185	0.798049	0.511131	
3	9	1	0	1	4	435	35	[409,12,462,61]					2	5604	3110	1300	0.841443	0.423486	
3	9	1	0	1	5	1207	38	[1178,21,1233,63]					1	3113	1497	1309	0.804134	0.486934	
3	9	1	0	1	6	502	64	[482,45,531,85]					1	3157	1496	1144	0.700305	0.473972	
3	9	1	0	1	7	1209	176	[1154,58,1308,253]					6	12979	9445	7902	0.69397	0.352899	
3	9	1	0	1	8	312	143	[226,91,412,209]					5	14780	8805	5568	0.639589	0.37769	
3	9	1	0	1	9	1322	103	[1303,92,1346,126]					1	1746	1977	604	0.625682	0.309994	
3	9	1	0	1	10	31	150	[15,123,49,166]					1	2277	1584	784	0.784769	0.42143	
3	9	1	0	1	11	394	218	[376,201,414,243]					1	8086	4130	1055	0.916442	0.674642	
3	9	1	0	1	12	816	243	[801,220,868,334]					2	4870	3138	2401	0.675488	0.391281	
3	9	1	0	1	13	33	297	[10,262,50,317]					1	2345	1578	1206	0.759568	0.486621	
3	9	1	0	1	14	300	362	[175,262,396,452]					9	32115	14555	10648	0.761164	0.493794	
3	9	1	0	1	15	1307	277	[1289,268,1319,372]					1	2046	1477	1245	0.446761	0.153846	
3	9	1	0	1	16	129	313	[113,283,146,338]					1	2389	2415	1009	0.75055	0.443216	
3	9	1	0	1	17	1048	322	[1024,288,1081,364]					2	6589	3149	1691	0.694388	0.379124	
3	9	1	0	1	18	545	409	[507,363,580,515]					3	9361	4865	5349	0.650379	0.353349	
3	9	1	0	1	19	1000	528	[823,384,1091,655]					23	67839	43569	19114	0.773075	0.48413	
3	9	1	0	1	20	60	413	[31,387,106,441]					2	9029	3575	2079	0.800944	0.533646	
3	9	1	0	1	21	472	445	[456,423,503,460]					1	2813	1797	1088	0.6322	0.420471	
3	9	1	0	1	22	1255	463	[1139,423,1296,654]					10	28923	16321	11148	0.736687	0.485224	
3	9	1	0	1	23	355	473	[340,460,370,485]					1	4091	1454	547	0.8789	0.732596	
3	9	1	0	1	24	438	547	[366,480,474,604]					7	21694	13011	4443	0.806947	0.495919	
3	9	1	0	1	25	720	501	[651,486,754,536]					1	2672	1424	1562	0.430224	0.132623	
3	9	1	0	1	26	41	559	[28,530,53,588]					1	2320	2262	944	0.762227	0.372767	
3	9	1	0	1	27	283	558	[272,548,294,570]					1	3938	2476	389	0.989069	0.821841	
3	9	1	0	1	28	264	604	[254,569,281,679]					3	11578	4704	1585	0.72551	0.402976	
3	9	1	0	1	29	341	647	[288,589,368,695]					5	12838	7678	5454	0.651726	0.421046	
3	9	1	0	1	30	979	766	[953,633,999,812]					4	11096	7090	4823	0.719754	0.453476	
3	9	1	0	1	31	1162	686	[1149,673,1176,696]					1	3575	2194	408	0.900577	0.542268	
3	9	1	0	1	32	171	719	[149,698,185,737]					1	2815	2231	640	0.616754	0.36258	
3	9	1	0	1	33	807	796	[790,767,827,822]					1	5787	2860	1343	0.783604	0.502568	
3	9	1	0	1	34	192	817	[165,801,210,835]					1	7864	2012	1161	0.862329	0.626529	
3	9	1	0	1	35	868	824	[851,801,883,848]					1	3755	1985	836	0.758172	0.45309	
3	9	1	0	1	36	1099	824	[1073,803,1123,855]					1	4329	2184	1463	0.837827	0.48675	
3	9	1	0	1	37	727	844	[720,837,738,851]					1	4804	1427	208	0.932515	0.650791	
3	9	1	0	1	38	1244	896	[1197,853,1298,972]					4	10438	5900	4563	0.732037	0.43501	
3	9	1	0	1	39	595	901	[533,854,777,1019]					13	47771	23536	13808	0.714107	0.456023	
3	9	1	0	1	40	961	929	[909,889,1003,969]					4	19052	7715	4045	0.847133	0.588396	
3	9	1	0	1	41	259	926	[175,892,401,997]					10	41059	19341	9295	0.768777	0.485971	
3	9	1	0	1	42	1045	923	[1024,899,1069,945]					1	2349	1415	1296	0.622045	0.513452	
3	9	1	0	1	43	516	984	[492,969,536,1001]					1	4169	1453	703	0.776115	0.383526	
3	9	1	0	2	1	1201	119	[1093,2,1279,201]					12	47375	27699	12756	0.785237	0.478635	
3	9	1	0	2	2	214	40	[178,18,273,157]					4	11932	5632	2731	0.736643	0.448181	
3	9	1	0	2	3	957	42	[931,27,982,69]					1	1773	1322	806	0.659768	0.296932	
3	9	1	0	2	4	1048	136	[1004,44,1086,203]					2	10607	5763	3572	0.664767	0.295285	
3	9	1	0	2	5	628	55	[618,46,637,64]					1	5650	1313	259	1.01697	0.820995	
3	9	1	0	2	6	891	131	[878,119,906,143]					1	3722	1341	520	0.960132	0.73994	
3	9	1	0	2	7	576	190	[556,181,584,204]					1	2203	1289	372	0.783083	0.489996	
3	9	1	0	2	8	1087	256	[1045,194,1132,287]					3	11730	5082	2959	0.668748	0.382388	
3	9	1	0	2	9	1236	215	[1194,196,1294,227]					2	5961	3777	1581	0.705192	0.30133	
3	9	1	0	2	10	66	215	[50,202,90,230]					1	3881	3760	692	0.864172	0.582368	
3	9	1	0	2	11	398	225	[377,203,419,276]					2	7135	4499	1704	0.778738	0.585433	
3	9	1	0	2	12	120	278	[92,232,147,323]					2	7634	3944	1808	0.787627	0.462194	
3	9	1	0	2	13	444	282	[420,246,460,334]					2	8388	2631	1276	0.657656	0.260611	
3	9	1	0	2	14	367	334	[350,298,387,396]					1	7695	2681	2119	0.641063	0.311065	
3	9	1	0	2	15	1104	336	[1079,306,1267,449]					6	22330	10945	4071	0.802708	0.500059	
3	9	1	0	2	16	220	348	[196,309,273,389]					3	6556	4162	2853	0.757246	0.439518	
3	9	1	0	2	17	272	392	[232,343,320,431]					1	4924	1532	3250	0.669744	0.355513	
3	9	1	0	2	18	1317	366	[1295,346,1349,388]					1	2514	1342	1060	0.636941	0.324059	
3	9	1	0	2	19	655	485	[601,384,708,530]					8	40227	12765	6351	0.740818	0.483647	
3	9	1	0	2	20	1319	481	[1293,452,1332,503]					1	2397	2342	874	0.532993	0.370593	
3	9	1	0	2	21	587	623	[387,464,613,652]					3	9510	4313	4365	0.511367	0.269373	
3	9	1	0	2	22	861	628	[635,530,955,994]					45	138624	82588	55699	0.747967	0.478365	
3	9	1	0	2	23	1189	599	[1175,576,1202,625]					2	8545	2785	840	0.794937	0.366466	
3	9	1	0	2	24	1335	665	[1310,593,1355,692]					5	20283	7512	2190	0.904744	0.669954	
3	9	1	0	2	25	97	606	[84,596,113,618]					1	4333	1314	486	0.922691	0.66195	
3	9	1	0	2	26	1105	668	[953,615,1145,812]					6	19008	13027	6062	0.775282	0.431512	
3	9	1	0	2	27	39	774	[5,637,77,815]					5	19305	8032	3865	0.700488	0.406356	
3	9	1	0	2	28	1193	863	[1154,748,1349,899]					4	14063	7287	5415	0.695927	0.441598	
3	9	1	0	2	29	444	808	[420,786,474,830]					1	3208	1313	963	0.703606	0.291903	
3	9	1	0	2	30	568	869	[517,787,610,919]					1	5386	1576	5910	0.67446	0.440682	
3	9	1	0	2	31	289	850	[275,837,307,866]					1	4504	3361	670	0.939259	0.711667	
3	9	1	0	2	32	1263	885	[1193,878,1272,941]					1	3291	2683	889	0.464008	0.122486	
3	9	1	0	2	33	771	946	[747,901,809,1008]					3	10087	4244	2003	0.714144	0.426148	
3	9	1	0	2	34	392	976	[199,902,416,1009]					12	49035	24146	9007	0.785292	0.478268	
3	9	1	0	3	1	531	117	[499,15,594,142]					7	23004	17017	4606	0.797403	0.514949	
3	9	1	0	3	2	274	60	[195,25,364,165]					11	33765	17413	9719	0.736352	0.497906	
3	9	1	0	3	3	756	61	[739,45,773,93]					1	2644	1412	999	0.759879	0.492903	
3	9	1	0	3	4	928	80	[914,66,943,97]					2	5460	2847	641	0.754344	0.416312	
3	9	1	0	3	5	45	147	[7,126,88,175]					3	12568	4328	1491	0.626975	0.405084	
3	9	1	0	3	6	519	234	[402,157,560,261]					6	22482	9875	4404	0.723902	0.446193	
3	9	1	0	3	7	22	200	[6,185,54,235]					2	7688	4479	1070	0.961451	0.611168	
3	9	1	0	3	8	940	315	[905,275,959,344]					2	13660	4288	2108	0.867172	0.597591	
3	9	1	0	3	9	1096	347	[1068,319,1117,390]					4	16960	5867	1633	0.810486	0.545617	
3	9	1	0	3	10	545	374	[513,360,571,386]					1	3578	1389	740	0.631156	0.305878	
3	9	1	0	3	11	1205	404	[1192,392,1219,418]					1	4681	2215	523	0.994019	0.729183	
3	9	1	0	3	12	189	430	[137,406,235,457]					1	4887	1578	2577	0.637151	0.370847	
3	9	1	0	3	13	44	691	[12,436,137,742]					17	65284	28851	14374	0.795032	0.507586	
3	9	1	0	3	14	668	517	[519,460,853,824]					37	144836	69058	35020	0.75768	0.461248	
3	9	1	0	3	15	1287	513	[1270,496,1306,534]					1	5324	2193	880	0.928371	0.786865	
3	9	1	0	3	16	539	599	[530,590,563,614]					1	2170	1346	418	0.77966	0.370999	
3	9	1	0	3	17	1116	798	[971,658,1195,876]					4	10945	6601	4647	0.482431	0.211916	
3	9	1	0	3	18	115	719	[76,679,193,743]					2	5319	2751	4356	0.675588	0.414252	
3	9	1	0	3	19	432	819	[379,709,454,869]					3	5828	5720	3622	0.63842	0.343873	
3	9	1	0	3	20	102	804	[12,778,129,844]					4	19377	6810	2969	0.805138	0.44551	
3	9	1	0	3	21	291	798	[265,779,313,829]					1	2009	1366	1079	0.710057	0.48213	
3	9	1	0	3	22	289	885	[250,798,391,947]					5	18723	8206	5662	0.611021	0.335004	
3	9	1	0	3	23	1076	836	[1069,829,1084,844]					1	5752	1417	189	1.00342	0.760011	
3	9	1	0	3	24	638	930	[634,926,645,935]					1	3963	1328	86	1.02531	0.746577	
3	9	1	0	3	25	1089	941	[1081,934,1097,952]					1	1371	5370	222	0.924129	0.69843	
3	9	1	0	3	26	303	1004	[287,993,327,1016]					1	3951	2280	519	0.816797	0.449439	
3	9	1	0	4	1	271	40	[236,5,317,90]					2	5835	4661	3137	0.580179	0.359696	
3	9	1	0	4	2	161	135	[51,18,233,189]					5	13974	14195	4767	0.743093	0.401612	
3	9	1	0	4	3	1164	106	[1118,53,1222,146]					2	11014	4107	3585	0.715411	0.380667	
3	9	1	0	4	4	1306	147	[1247,127,1325,173]					2	5236	3664	2220	0.738719	0.505014	
3	9	1	0	4	5	835	269	[673,198,882,314]					4	13010	6444	5649	0.645002	0.391044	
3	9	1	0	4	6	1035	249	[1014,226,1092,290]					2	11151	2969	2013	0.751513	0.434693	
3	9	1	0	4	7	570	294	[528,261,623,326]					2	8293	2772	2576	0.689067	0.411525	
3	9	1	0	4	8	169	288	[149,271,189,308]					2	10519	3371	1104	0.9218	0.651742	
3	9	1	0	4	9	1248	324	[1217,297,1271,348]					2	3903	2639	1486	0.732685	0.399008	
3	9	1	0	4	10	354	344	[242,306,436,500]					1	2563	1446	5127	0.221446	0.119844	
3	9	1	0	4	11	168	400	[130,317,203,438]					2	6652	3382	2653	0.50623	0.244031	
3	9	1	0	4	12	966	395	[953,381,980,409]					2	5370	2701	634	0.897631	0.588502	
3	9	1	0	4	13	629	452	[579,389,711,611]					7	33520	14484	8377	0.772976	0.417304	
3	9	1	0	4	14	980	441	[963,420,998,458]					1	2959	1311	962	0.801106	0.553257	
3	9	1	0	4	15	760	553	[742,491,784,669]					2	7691	4518	2996	0.536871	0.235736	
3	9	1	0	4	16	1160	515	[1137,501,1175,530]					1	4200	2222	780	0.854849	0.501036	
3	9	1	0	4	17	1313	555	[1281,537,1340,585]					1	2893	1447	1278	0.647912	0.414126	
3	9	1	0	4	18	237	622	[217,588,271,675]					1	8552	2548	2326	0.681978	0.346353	
3	9	1	0	4	19	500	691	[470,599,564,757]					6	23223	12849	6142	0.715401	0.423477	
3	9	1	0	4	20	1009	667	[909,634,1079,779]					6	21772	9050	6783	0.774598	0.504946	
3	9	1	0	4	21	1313	727	[1278,674,1343,801]					2	8930	3907	4551	0.669222	0.347941	
3	9	1	0	4	22	820	770	[784,743,855,799]					1	4802	1471	2229	0.547023	0.483961	
3	9	1	0	4	23	103	802	[19,762,187,1006]					18	62071	41536	22615	0.790381	0.530142	
3	9	1	0	4	24	581	800	[505,776,737,868]					8	34303	20920	5338	0.717709	0.396653	
3	9	1	0	4	25	452	911	[209,798,557,995]					16	58548	31127	23448	0.708548	0.43144	
3	9	1	0	4	26	354	831	[334,812,381,856]					1	3042	1760	1108	0.808323	0.582121	
3	9	1	0	4	27	912	941	[878,913,968,974]					2	10679	7534	1453	0.695848	0.309315	
3	9	1	0	5	1	437	17	[426,4,479,33]					1	3040	1461	980	0.717447	0.396505	
3	9	1	0	5	2	1042	63	[984,4,1128,100]					2	9378	3636	3886	0.670743	0.354054	
3	9	1	0	5	3	869	83	[846,24,891,126]					2	8966	4120	2509	0.714476	0.447177	
3	9	1	0	5	4	69	168	[25,56,118,234]					7	24772	10748	6555	0.679576	0.38546	
3	9	1	0	5	5	185	75	[167,58,208,104]					1	4484	1461	877	0.695263	0.490051	
3	9	1	0	5	6	958	359	[504,112,1025,496]					33	136584	68007	30208	0.779032	0.468186	
3	9	1	0	5	7	163	396	[27,158,233,509]					21	72435	37098	19192	0.754086	0.46755	
3	9	1	0	5	8	1180	280	[1162,256,1202,301]					1	2470	1702	653	0.709136	0.248225	
3	9	1	0	5	9	264	306	[239,272,287,355]					2	9232	5232	1873	0.578011	0.338332	
3	9	1	0	5	10	783	335	[767,316,821,406]					2	10652	3728	2297	0.78466	0.497793	
3	9	1	0	5	11	301	413	[275,362,318,453]					2	9998	4704	2082	0.69938	0.457666	
3	9	1	0	5	12	352	532	[332,465,369,554]					4	18381	6849	2047	0.861887	0.552091	
3	9	1	0	5	13	211	572	[191,553,235,594]					1	3780	1421	1112	0.840514	0.553494	
3	9	1	0	5	14	1128	586	[1106,556,1162,655]					2	4182	4022	2358	0.673955	0.336714	
3	9	1	0	5	15	627	579	[598,559,658,602]					4	22067	6081	1623	0.855022	0.501344	
3	9	1	0	5	16	475	586	[430,562,519,609]					1	1842	1360	1546	0.489816	0.299607	
3	9	1	0	5	17	42	630	[3,602,84,721]					3	6389	6086	4433	0.75239	0.475768	
3	9	1	0	5	18	903	637	[817,613,923,715]					2	6360	2769	2285	0.65213	0.347232	
3	9	1	0	5	19	968	649	[954,636,986,664]					1	4751	1419	585	0.969434	0.70573	
3	9	1	0	5	20	1208	697	[1193,689,1221,707]					1	2938	3368	340	0.912901	0.523053	
3	9	1	0	5	21	107	719	[89,701,126,742]					2	8926	4112	1134	0.790871	0.45469	
3	9	1	0	5	22	908	722	[892,701,926,755]					1	3004	1375	994	0.793941	0.468405	
3	9	1	0	5	23	505	726	[488,709,531,763]					1	2013	1410	1291	0.603621	0.47995	
3	9	1	0	5	24	1296	795	[1246,739,1345,843]					6	19629	13284	6231	0.87508	0.572608	
3	9	1	0	5	25	462	815	[438,754,570,844]					4	10668	5666	3240	0.67911	0.412267	
3	9	1	0	5	26	658	955	[583,900,699,1012]					5	15831	7692	5118	0.73385	0.419235	
3	9	1	0	5	27	270	973	[254,909,286,992]					2	7137	3237	1504	0.771485	0.500282	
3	9	1	0	5	28	1007	941	[982,915,1057,980]					2	4668	2767	2227	0.647747	0.536287	
3	9	1	0	5	29	51	975	[15,937,75,1008]					1	2206	1831	1861	0.672676	0.274046	
3	9	1	0	5	30	822	996	[816,990,831,1002]					1	1939	1890	156	0.999556	0.784465	
3	9	1	0	5	31	369	1007	[360,999,379,1017]					1	4846	3846	245	0.981276	0.632456	
3	9	1	0	6	1	116	109	[10,53,165,165]					8	30246	14236	7216	0.78432	0.552532	
3	9	1	0	6	2	1006	146	[942,63,1101,321]					19	48013	35166	18726	0.763436	0.499803	
3	9	1	0	6	3	593	92	[574,72,608,106]					1	2755	1356	603	0.713873	0.441726	
3	9	1	0	6	4	1274	181	[1249,156,1306,206]					1	4020	1396	1497	0.773585	0.423148	
3	9	1	0	6	5	344	242	[249,174,400,361]					3	10718	5661	7918	0.601534	0.40361	
3	9	1	0	6	6	139	235	[104,217,178,260]					1	2264	1305	1707	0.662478	0.325022	
3	9	1	0	6	7	624	251	[603,218,649,275]					1	3757	1341	1479	0.779534	0.589679	
3	9	1	0	6	8	249	245	[234,225,275,262]					2	11489	2759	1028	0.874398	0.545457	
3	9	1	0	6	9	1196	269	[1117,255,1264,298]					2	8491	5003	2788	0.546836	0.310117	
3	9	1	0	6	10	134	352	[82,317,238,452]					4	14268	6502	3762	0.742712	0.402881	
3	9	1	0	6	11	529	350	[503,329,549,380]					4	26864	9451	1609	0.877398	0.600693	
3	9	1	0	6	12	1111	397	[1009,331,1164,535]					13	54977	30544	10101	0.73963	0.45451	
3	9	1	0	6	13	420	409	[295,378,462,476]					3	9647	4066	3843	0.721417	0.433834	
3	9	1	0	6	14	620	530	[554,384,645,696]					5	13475	8257	6956	0.674623	0.40134	
3	9	1	0	6	15	921	439	[886,413,945,482]					3	11824	4031	1674	0.776589	0.488006	
3	9	1	0	6	16	59	484	[20,447,178,591]					9	26920	13901	8093	0.719545	0.503267	
3	9	1	0	6	17	528	524	[487,497,570,543]					1	2766	1328	1969	0.652268	0.377397	
3	9	1	0	6	18	804	553	[787,530,823,582]					1	1731	1318	1077	0.691706	0.401508	
3	9	1	0	6	19	1066	557	[1008,542,1086,575]					1	2746	1942	989	0.512752	0.270529	
3	9	1	0	6	20	300	572	[210,553,354,604]					3	12784	4814	3062	0.747275	0.450099	
3	9	1	0	6	21	658	575	[611,554,696,615]					2	4709	4104	2483	0.728313	0.514741	
3	9	1	0	6	22	116	663	[93,594,188,714]					4	12379	6665	3577	0.679016	0.396525	
3	9	1	0	6	23	788	640	[705,600,850,745]					7	29752	13932	9028	0.758171	0.496311	
3	9	1	0	6	24	1025	683	[956,662,1048,709]					3	13206	4245	1693	0.802553	0.469864	
3	9	1	0	6	25	657	691	[589,669,690,757]					3	6587	5899	2999	0.643513	0.412402	
3	9	1	0	6	26	356	691	[346,678,366,701]					1	2522	1399	360	0.981098	0.730956	
3	9	1	0	6	27	71	770	[50,712,159,819]					1	2557	1329	4003	0.366228	0.226172	
3	9	1	0	6	28	531	768	[503,745,809,826]					9	30236	20764	6596	0.75216	0.467258	
3	9	1	0	6	29	915	817	[871,746,988,943]					7	23266	10893	7468	0.665152	0.405264	
3	9	1	0	6	30	452	808	[418,792,505,824]					1	2046	1855	1404	0.528216	0.305978	
3	9	1	0	6	31	1230	818	[1207,793,1256,843]					1	2569	1391	811	0.650064	0.283801	
3	9	1	0	6	32	235	835	[223,822,251,848]					1	4032	3405	534	0.904621	0.707107	
3	9	1	0	6	33	749	973	[600,871,864,1010]					10	36484	17896	13571	0.762756	0.507171	
3	9	1	0	6	34	1071	940	[1031,881,1108,970]					3	11247	5330	2208	0.752561	0.478423	
3	9	1	0	6	35	467	914	[399,893,534,938]					1	5349	2275	3259	0.570303	0.281289	
3	9	1	0	6	36	1211	927	[1186,907,1265,951]					3	8328	6244	1834	0.7168	0.476411	
3	9	1	0	6	37	1261	955	[1255,949,1268,962]					1	1425	3288	146	1.02244	0.790184	
3	9	1	0	7	1	775	48	[761,31,817,64]					1	2774	1625	1170	0.682125	0.402675	
3	9	1	0	7	2	898	93	[861,34,946,130]					1	5543	2622	3674	0.730163	0.528897	
3	9	1	0	7	3	391	73	[360,57,418,95]					1	2525	1432	1299	0.756152	0.425172	
3	9	1	0	7	4	382	151	[258,115,423,187]					3	14259	4555	5228	0.614877	0.341327	
3	9	1	0	7	5	1269	145	[1248,115,1353,181]					4	11423	6038	3047	0.785212	0.484155	
3	9	1	0	7	6	527	292	[479,143,612,374]					6	21517	11762	6695	0.746798	0.46182	
3	9	1	0	7	7	105	223	[24,160,161,288]					6	18792	8453	7865	0.750799	0.471084	
3	9	1	0	7	8	427	292	[339,180,507,369]					9	31874	16276	10791	0.715602	0.470099	
3	9	1	0	7	9	1325	208	[1288,183,1344,230]					1	3273	1446	1677	0.74287	0.491122	
3	9	1	0	7	10	905	211	[888,186,922,233]					1	3816	2622	989	0.814782	0.63032	
3	9	1	0	7	11	1154	206	[1144,196,1165,219]					1	3781	1346	398	0.984258	0.798228	
3	9	1	0	7	12	262	289	[232,248,383,415]					3	13247	6235	5767	0.517522	0.315495	
3	9	1	0	7	13	1088	319	[1010,259,1173,575]					12	41040	21994	13499	0.746023	0.470209	
3	9	1	0	7	14	1283	274	[1272,260,1296,288]					1	3782	3259	490	0.91292	0.659807	
3	9	1	0	7	15	951	277	[935,263,985,313]					1	1692	1312	1109	0.64464	0.330572	
3	9	1	0	7	16	915	283	[894,268,933,300]					1	1871	1312	714	0.674502	0.509584	
3	9	1	0	7	17	1328	393	[1292,362,1357,440]					2	5275	3822	2562	0.759147	0.464311	
3	9	1	0	7	18	879	385	[859,369,896,404]					1	3579	1325	859	0.837953	0.575162	
3	9	1	0	7	19	491	468	[356,383,529,508]					5	18450	9100	5717	0.723093	0.429672	
3	9	1	0	7	20	1229	448	[1140,413,1279,565]					8	19088	12480	10088	0.707297	0.493235	
3	9	1	0	7	21	95	478	[29,456,129,529]					2	6854	2928	2755	0.766315	0.485119	
3	9	1	0	7	22	847	726	[821,464,884,749]					6	20438	12990	5932	0.740932	0.415816	
3	9	1	0	7	23	690	509	[673,487,705,559]					1	4355	1335	1318	0.67009	0.308167	
3	9	1	0	7	24	285	562	[259,526,320,632]					1	1660	1287	4028	0.413816	0.405275	
3	9	1	0	7	25	509	557	[497,549,520,567]					1	5119	1308	289	0.949937	0.606407	
3	9	1	0	7	26	1219	652	[1154,568,1297,696]					7	19556	12808	5539	0.732369	0.422582	
3	9	1	0	7	27	682	599	[667,585,713,618]					1	4968	1944	1172	0.851166	0.549747	
3	9	1	0	7	28	945	615	[932,603,958,630]					2	10579	6032	566	0.905331	0.560297	
3	9	1	0	7	29	776	679	[723,614,809,703]					5	19348	13988	2746	0.74927	0.43233	
3	9	1	0	7	30	276	657	[261,646,310,671]					1	2869	1414	706	0.70542	0.382591	
3	9	1	0	7	31	496	708	[403,655,539,809]					2	8763	4329	3809	0.395516	0.214727	
3	9	1	0	7	32	84	705	[69,693,97,718]					1	3686	4105	524	1.01111	0.685994	
3	9	1	0	7	33	1018	755	[977,702,1086,791]					2	9422	5415	4846	0.634109	0.510825	
3	9	1	0	7	34	1249	729	[1245,725,1256,734]					1	4270	1307	91	0.975837	0.737564	
3	9	1	0	7	35	190	761	[115,732,220,828]					3	11738	6320	2299	0.759279	0.448497	
3	9	1	0	7	36	1246	764	[1223,736,1272,829]					1	5881	2188	1646	0.521421	0.341583	
3	9	1	0	7	37	662	813	[634,790,682,833]					2	12286	2704	1398	0.949262	0.69077	
3	9	1	0	7	38	70	870	[23,829,109,907]					1	3174	1546	3350	0.342467	0.364777	
3	9	1	0	7	39	297	889	[283,875,310,903]					1	6925	1685	570	0.98362	0.820021	
3	9	1	0	7	40	1250	920	[1176,877,1279,1008]					5	19801	7005	4616	0.768376	0.52914	
3	9	1	0	7	41	908	920	[836,878,991,971]					4	18011	10354	3890	0.769965	0.424688	
3	9	1	0	7	42	794	940	[778,928,824,956]					2	9588	2640	794	0.796912	0.550214	
3	9	1	0	7	43	1137	984	[1129,976,1143,994]					1	5128	4573	191	0.931367	0.585802	
3	9	1	0	8	1	825	33	[811,6,840,65]					2	9598	4365	1100	0.687147	0.314016	
3	9	1	0	8	2	1102	48	[1033,8,1149,85]					4	13443	5773	4115	0.640605	0.369405	
3	9	1	0	8	3	424	91	[378,11,480,120]					3	8586	8332	2995	0.71784	0.419328	
3	9	1	0	8	4	589	24	[570,14,613,41]					1	3989	1417	590	0.72104	0.357771	
3	9	1	0	8	5	898	55	[851,31,917,83]					2	4216	3749	1612	0.828162	0.488154	
3	9	1	0	8	6	594	73	[524,44,629,114]					1	2036	1406	3254	0.383241	0.283643	
3	9	1	0	8	7	95	167	[8,58,140,213]					8	21210	12320	9196	0.713723	0.476223	
3	9	1	0	8	8	323	114	[266,81,368,146]					2	5234	2884	2872	0.69405	0.400329	
3	9	1	0	8	9	682	203	[638,82,994,292]					17	53928	29910	20004	0.756483	0.497562	
3	9	1	0	8	10	562	160	[507,122,650,197]					2	11734	3496	3631	0.664743	0.340312	
3	9	1	0	8	11	1232	177	[1203,131,1281,198]					1	3141	1474	2885	0.397121	0.356321	
3	9	1	0	8	12	950	268	[921,207,1023,320]					3	7816	4199	5304	0.705248	0.417656	
3	9	1	0	8	13	594	293	[563,233,653,370]					3	15619	5572	4127	0.8043	0.493453	
3	9	1	0	8	14	189	317	[107,281,244,420]					5	18178	11914	7302	0.677692	0.4098	
3	9	1	0	8	15	475	395	[346,299,526,468]					11	38919	17057	8672	0.775218	0.473066	
3	9	1	0	8	16	1061	310	[1051,302,1069,321]					1	6419	1439	267	1.03555	0.812071	
3	9	1	0	8	17	157	442	[144,410,171,464]					1	3955	1948	976	0.784928	0.404226	
3	9	1	0	8	18	725	424	[678,411,772,477]					2	5806	5405	1496	0.592431	0.296961	
3	9	1	0	8	19	59	451	[35,422,94,495]					2	5234	3434	2628	0.796112	0.547419	
3	9	1	0	8	20	620	467	[541,444,644,541]					2	6022	3517	2954	0.522062	0.239571	
3	9	1	0	8	21	925	665	[682,448,1350,924]					60	194865	106001	58347	0.738676	0.467473	
3	9	1	0	8	22	383	484	[299,449,418,527]					2	5330	3638	2927	0.59396	0.313979	
