Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation GUID	d99c451c-32a2-43d1-acad-d5a8aef429a7
Plate Name	Feeder free HiPSCi 21.05.14
Measurement	Measurement1
Evaluation	Evaluation1

[Data]
Row	Column	Plane	Timepoint	Clumped Nuclei Selected - Number of Objects	Clumped Nuclei Selected - Number of Nuclei Selected- per Object  - Mean per Well	Clumped Nuclei Selected - Number of Nuclei Selected- per Object  - StdDev per Well	Clumped Nuclei Selected - Number of Nuclei Selected- per Object  - Sum per Well	Clumped Nuclei Selected - Number of Nuclei Selected- per Object  - Max per Well	Clumped Nuclei Selected - Number of Nuclei Selected- per Object  - Min per Well	Clumped Nuclei Selected - Number of Nuclei Selected- per Object  - Median per Well	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object  - Mean per Well	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object  - StdDev per Well	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object  - Sum per Well	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object  - Max per Well	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object  - Min per Well	Clumped Nuclei Selected - Intensity Nucleus DAPI Mean- Sum per Object  - Median per Well	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object  - Mean per Well	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object  - StdDev per Well	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object  - Sum per Well	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object  - Max per Well	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object  - Min per Well	Clumped Nuclei Selected - Intensity Nucleus Alexa 488 Mean- Sum per Object  - Median per Well	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object  - Mean per Well	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object  - StdDev per Well	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object  - Sum per Well	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object  - Max per Well	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object  - Min per Well	Clumped Nuclei Selected - Cell Area [µm²]- Sum per Object  - Median per Well	Clumped Nuclei Selected - Cell Roundness- Mean per Object  - Mean per Well	Clumped Nuclei Selected - Cell Roundness- Mean per Object  - StdDev per Well	Clumped Nuclei Selected - Cell Roundness- Mean per Object  - Sum per Well	Clumped Nuclei Selected - Cell Roundness- Mean per Object  - Max per Well	Clumped Nuclei Selected - Cell Roundness- Mean per Object  - Min per Well	Clumped Nuclei Selected - Cell Roundness- Mean per Object  - Median per Well	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object  - Mean per Well	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object  - StdDev per Well	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object  - Sum per Well	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object  - Max per Well	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object  - Min per Well	Clumped Nuclei Selected - Cell Ratio Width to Length- Mean per Object  - Median per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Compound	Concentration	Cell Type	Cell Count	
4	10	1	0	96	2.1875	2.00164406111	210	11	1	1	8281.54166667	7524.85326721	795028	41738	957	5487	8973.88541667	7967.1877887	861493	46212	3507	5438	2325.82291667	2467.20790409	223279	13883	191	1420	0.766096659147	0.135183272904	73.5452792781	1.02261555622	0.417081611653	0.76205032515	0.483486485827	0.167404031739	46.4147026394	0.787110296936	0.129773444967	0.45099661377	9	0	0					
4	11	1	0	86	2.77906976744	4.06245698704	239	32	1	2	9170.95348837	12789.7510696	788702	92687	961	5578	4840.45348837	6438.71246657	416279	49681	1265	2853	2561.5	3833.13995923	220289	30255	134	1268	0.793627477081	0.13171917677	68.251963029	1.01460651168	0.449376483811	0.785111863975	0.509639902987	0.161379454619	43.8290316568	0.815843122175	0.180114408986	0.481643905265	9	0	0					
4	12	1	0	132	2.24242424242	2.15123331259	296	11	1	1	7331.51515152	6997.36724152	967760	41965	791	4638	3853.12121212	3699.4502233	508612	19066	1310	2622	2309.47727273	4033.2672083	304851	37299	99	1052	0.762515011756	0.161138171539	100.651981552	1.03658983866	0.204469726848	0.767482066377	0.489400892741	0.177142348527	64.6009178418	0.887140493709	0.149329174809	0.480661938116	9	0	0					
5	1	1	0	74	1.68918918919	0.842788516928	125	4	1	1	5285.51351351	3976.79269903	391128	17552	860	4236	3614.62162162	2267.11245168	267482	10255	1483	3152	1374.16216216	1141.62674162	101688	5698	82	997	0.845426632752	0.110964329003	62.5615708236	1.00941254614	0.472791762155	0.85935129651	0.568664089165	0.151394258306	42.0811425982	0.877058019307	0.149112624533	0.559958839626	9	0	0					
5	2	1	0	67	1.50746268657	0.893971973128	101	5	1	1	5685.50746269	4392.2147529	380929	20271	948	4285	3899.49253731	2874.35149141	261266	17018	1680	3016	1263.14925373	1112.91321579	84631	6717	74	1036	0.861081122284	0.114642060481	57.692435193	1.01446763773	0.514225444587	0.884367531718	0.598906604464	0.150768954644	40.1267424991	0.875923158337	0.16136117502	0.602729991194	9	0	0					
5	3	1	0	95	1.58947368421	1.18944593611	151	9	1	1	5530.74736842	4236.45275384	525421	19462	998	3800	3080.71578947	2406.31743305	292668	12646	1287	1901	1562.06315789	3507.40992457	148396	32650	78	783	0.852612479965	0.121359805366	80.9981855967	1.04072548434	0.261429497514	0.881684959717	0.581874712422	0.139222305577	55.2780976801	0.887752267933	0.228563864531	0.574731887128	9	0	0					
5	4	1	0	236	2.3093220339	2.158032488	545	16	1	2	8889.04237288	8497.82742487	2097814	72100	928	5844	4105.28813559	3745.75547157	968848	27832	1392	2987	2345.81779661	2651.68792905	553613	17930	80	1550	0.741023150414	0.127703954386	174.881463498	1.03000085654	0.438935398582	0.736356861806	0.439426776496	0.156770309883	103.704719253	0.894427191	0.158181923125	0.41756389506	9	0	0					
5	5	1	0	237	2.2447257384	2.10508454999	532	13	1	1	7436.07172996	7685.43588736	1762349	46631	935	4720	3933.73839662	3616.39899775	932296	23248	1396	2532	2283.81434599	2490.23714226	541264	18731	97	1496	0.748444836484	0.128524539251	177.381426247	0.995523464935	0.377970201079	0.731897435213	0.445883621012	0.159268111586	105.67441818	0.850715217578	0.0934388628054	0.42166762911	9	0	0					
5	6	1	0	176	2.125	1.82561144356	374	14	1	1.5	5940.48863636	6409.17751263	1045526	50406	1035	3701	4031.75	3613.31024725	709588	26568	1440	2950	1998.32386364	1831.19418107	351705	13600	90	1529	0.787486936499	0.136067675266	138.597700824	0.998490030639	0.299773566988	0.808352022149	0.495563971134	0.173060204191	87.2192589197	0.866224467206	0.0682766637765	0.480268317835	9	0	0					
5	7	1	0	273	2.78754578755	3.26505430529	761	33	1	2	6812.73260073	8638.67380963	1859876	86542	1032	4068	4589.34798535	5162.06970146	1252892	51285	1333	3004	3519.63003663	4594.80010832	960859	43052	119	1915	0.74862196859	0.114809340375	204.373797425	1.02413671621	0.444588797882	0.744293142288	0.452936730571	0.13365062517	123.651727446	0.824163383692	0.141150174097	0.442627594472	9	0	0					
5	8	1	0	307	2.61237785016	2.68308241682	802	25	1	2	6683.13029316	8018.62545773	2051721	87231	1348	3887	4545.93159609	5038.75195006	1395601	45840	1390	2954	3133.82410423	3929.69138076	962084	38572	90	1963	0.737369554475	0.118382936797	226.372453224	1.00456900124	0.327771051112	0.735871103269	0.436566097234	0.139902803859	134.025791851	0.835876759057	0.0848456021727	0.436081932549	9	0	0					
5	9	1	0	318	2.52201257862	2.40356328011	802	15	1	2	6141.96226415	6520.74401213	1953144	47800	1138	3536	4031.64779874	3969.91729389	1282064	24158	1299	2688	3129.59433962	3128.70666715	995211	17699	190	1996	0.71770567857	0.12749371615	228.230405785	0.987618087628	0.279890373615	0.72947457206	0.417899091555	0.136824031036	132.891911114	0.848037678941	0.0954765431014	0.418846147659	9	0	0					
5	10	1	0	324	2.52160493827	2.33882877031	817	14	1	2	6266.69444444	6770.9542067	2030409	48131	966	3899	4156.83333333	4012.94255162	1346814	27164	1290	2793	3031.53703704	2997.01322762	982218	19399	106	1972	0.744204134206	0.120202754451	241.122139483	1.01348406297	0.17492308169	0.73796866225	0.444018414894	0.134257726462	143.861966426	0.856215065424	0.0786442393148	0.435522974283	9	0	0					
5	11	1	0	276	2.64855072464	2.60692045441	731	17	1	2	6712.4673913	7315.02538434	1852641	42316	911	4084	4401.40217391	4611.04751986	1214787	33505	1292	2823	3193.52173913	3522.39502243	881412	23326	125	2145	0.755074759005	0.125405654927	208.400633485	1.01730107601	0.345408947398	0.750952423167	0.466997205732	0.148372855483	128.891228782	0.859565880654	0.101030719525	0.447517993146	9	0	0					
5	12	1	0	140	2.02857142857	1.71721230149	284	12	1	1	4993.83571429	5092.22080513	699137	33359	975	2686	3731.42857143	3392.02016194	522400	22750	1275	1961	2126.20714286	2150.79074131	297669	13977	90	1492	0.771905565532	0.140457377258	108.066779175	1.0080363753	0.262093222735	0.772702004368	0.476674041073	0.170377011401	66.7343657502	0.867721831275	0.102146252015	0.465850063661	9	0	0					
6	1	1	0	34	1.55882352941	1.07847188386	53	5	1	1	5997	5881.11781274	203898	27717	1172	4547	3922.91176471	2731.87695902	133379	11797	1539	3251	925.088235294	846.99770554	31453	3231	145	609	0.888090483241	0.0907470781039	30.1950764302	1.03528370979	0.667424900822	0.893914214089	0.615049625102	0.122954859837	20.9116872535	0.809243649	0.357788727381	0.604356824294	9	0	0					
6	2	1	0	27	1.59259259259	0.636049058295	43	3	1	2	5865.14814815	3431.34225479	158359	14177	1091	5406	3651.11111111	2119.22822188	98580	8096	1404	3098	1405.40740741	1931.58538431	37946	8199	81	794	0.846724476429	0.142532551306	22.8615608636	1.0061871641	0.419842366532	0.883956169084	0.57545564278	0.143479750744	15.537302355	0.81348921682	0.216538886276	0.581389709669	9	0	0					
6	3	1	0	37	1.48648648649	0.692083072311	55	4	1	1	4839.40540541	2710.58143065	179058	10904	789	4384	3065.86486486	2099.64616281	113437	11962	1430	2365	835.108108108	648.603190787	30899	2958	88	621	0.875943285304	0.112745558339	32.4099015563	1.02449030709	0.545585987508	0.904915466432	0.611385515679	0.145377712672	22.6212640801	0.849820283187	0.163446064429	0.610071220387	9	0	0					
6	4	1	0	59	1.94915254237	1.41937004985	115	9	1	1	7867.62711864	6130.23331923	464190	27203	876	5823	5136.84745763	4313.85504774	303074	22982	1286	3474	1908.84745763	2539.62599618	112622	13689	182	1199	0.816808965904	0.134172788234	48.1917289883	1.00839854288	0.433190481397	0.865461367821	0.552530032089	0.166287736382	32.5992718933	0.845770930662	0.183639995751	0.577243991648	9	0	0					
6	5	1	0	56	1.67857142857	1.02880588958	94	5	1	1	5812.64285714	4246.3330766	325508	19792	924	4117	3987.28571429	2760.99342276	223288	13045	1420	3003	1368.17857143	1583.48780869	76618	9358	163	795	0.862430454747	0.115609837765	48.2961054658	1.00503614823	0.554844625503	0.903927916346	0.618102537779	0.144640235669	34.6137421156	0.855998091547	0.244424406614	0.613685638398	9	0	0					
6	6	1	0	61	1.81967213115	1.14758001495	111	6	1	1	6894.27868852	6602.11011756	420551	30532	783	4629	4615.54098361	3797.54325222	281548	19777	1429	3097	1308.59016393	1089.25872924	79824	4393	108	1006	0.829786632945	0.127455035037	50.6169846096	1.02964131369	0.502021372845	0.845760281401	0.545259194072	0.16661010335	33.2608108384	0.818341773294	0.19513534623	0.541828369183	9	0	0					
6	7	1	0	82	2.53658536585	2.04393183158	208	12	1	2	8519.48780488	6987.5594783	698598	40397	917	6138	4857.7804878	3768.04622073	398338	17072	1269	3925	2462.65853659	2384.83845362	201938	10668	90	1547	0.778111261741	0.130235651634	63.8051234627	1.02769389464	0.386230472667	0.760761427986	0.496222413319	0.166919652875	40.6902378922	0.864226802874	0.110703937241	0.474342769048	9	0	0					
6	8	1	0	112	2.91964285714	2.99289968424	327	15	1	2	10266.6607143	10679.6866705	1149866	49982	962	6652	5703.875	6147.24786311	638834	32863	1226	3316	2868.36607143	3312.25643128	321257	17719	194	1507	0.796561385464	0.111547859617	89.214875172	1.01571914586	0.526958450632	0.786017985126	0.514497599026	0.139502277108	57.6237310909	0.843402424237	0.225572536384	0.488192429588	9	0	0					
6	9	1	0	114	3.41228070175	3.70078060053	389	26	1	2	12218.5877193	13746.7992837	1392919	100618	1356	7509	7048.47368421	7028.19866045	803526	43535	1258	4765	3554.09649123	3942.18615054	405167	24997	247	2239	0.770033588649	0.118648688778	87.783829106	1.00903502065	0.29574745977	0.7672628474	0.470835347905	0.145023152581	53.6752296612	0.795106987739	0.145708575857	0.45778759808	9	0	0					
6	10	1	0	105	3.22857142857	3.17822260094	339	17	1	2	12630.4095238	12373.7197121	1326193	63861	1051	8217	6601.35238095	6708.23104474	693142	34824	1267	4183	3322.53333333	3811.05669545	348866	23701	128	2223	0.777056675862	0.103071747105	81.5909509655	1.02316442249	0.43524406543	0.779137516911	0.484879766791	0.125238784645	50.9123755131	0.810584804169	0.188300461263	0.478959868734	9	0	0					
6	11	1	0	77	2.50649350649	2.39310070072	193	16	1	2	9455.90909091	8492.68573876	728105	54984	1456	7109	5877.09090909	5276.38679496	452536	28828	1323	4283	2277.98701299	2418.85650177	175405	14245	193	1479	0.794794324388	0.127431776863	61.1991629778	1.0081650912	0.330784526657	0.808138165423	0.499862194406	0.153070603235	38.4893889692	0.885949016805	0.105754540444	0.507374503963	9	0	0					
6	12	1	0	34	1.5	1.02247471629	51	6	1	1	4918.58823529	4111.40107445	167232	18330	958	3588	3227.64705882	2761.74156606	109740	11903	1232	1820	1239.73529412	1742.99877969	42151	6633	117	627	0.856111087437	0.142788436614	29.1077769729	1.01024247221	0.416760334275	0.899648376427	0.633067310501	0.120920058872	21.524288557	0.822108307321	0.31247352117	0.647707187132	9	0	0					
7	1	1	0	49	1.38775510204	0.811796529582	68	5	1	1	5188.04081633	3875.71283206	254214	18898	794	3771	3150	2190.46450553	154350	11478	1627	2186	1159.14285714	1248.59372562	56798	7651	57	846	0.895835600151	0.081484585804	43.8959444074	1.01075682225	0.624254547067	0.910951462342	0.649352318678	0.128757711317	31.8182636152	0.860088451788	0.366088266073	0.66471008345	9	0	0					
7	2	1	0	44	1.04545454545	0.77623256688	46	4	0	1	3221.56818182	3483.47039868	141749	19513	0	2580	2342	2251.40140336	103048	10511	0	1672	886.25	1366.113178	38995	7539	0	409	0.827097045449	0.173061723686	30.6025906816	1.03001187014	0.296846201112	0.888374378012	0.553968737691	0.165320210323	20.4968432946	0.858561221622	0.178823429265	0.565685424949	9	0	0					
7	3	1	0	52	1.59615384615	0.891344333558	83	5	1	1	5713.17307692	3978.04658793	297085	16383	823	3831	3103.90384615	1798.48170454	161403	7469	1275	2828	937.826923077	589.450149937	48767	3006	92	835	0.847229706124	0.107712939698	44.0559447184	1.01414803984	0.501018576584	0.866509769432	0.572816914308	0.1405058757	29.786479544	0.838116354923	0.223869298483	0.576487814601	9	0	0					
7	4	1	0	98	1.90816326531	1.34000103627	187	9	1	1	6477.43877551	5255.94953621	634789	24853	1110	4350	3299.05102041	2549.9369605	323307	15635	1251	2418	1805.83673469	1555.93134302	176972	10196	78	1409	0.747820668364	0.136448479431	73.2864254997	1.02692017661	0.415046698831	0.763664065513	0.472079211996	0.147803410513	46.2637627756	0.877058019307	0.11417778233	0.472969666744	9	0	0					
7	5	1	0	62	1.90322580645	1.48996289336	118	9	1	1	5847.64516129	4830.4881269	362554	21207	1263	3855	3189.77419355	2672.65911314	197766	13770	1266	2390	1721.53225806	1464.88401284	106735	6835	87	1208	0.788077701283	0.12036261268	48.8608174795	1.03030804866	0.571062354969	0.787887901643	0.490333117406	0.146646306802	30.4006532792	0.798086884468	0.192735836123	0.454525362152	9	0	0					
7	6	1	0	63	1.50793650794	1.2164599071	95	9	1	1	4080	3787.64486362	257040	21847	863	2772	2960.19047619	2816.78655768	186492	20817	1474	1904	1417.76190476	1948.27241682	89319	12010	80	782	0.796592430249	0.132036265561	50.1853231057	1.01784858965	0.370054218771	0.787331543431	0.515455882423	0.157783652852	32.4737205927	0.789843788992	0.127654542651	0.471736142676	9	0	0					
7	7	1	0	148	2.01351351351	2.22840807242	298	18	1	1	4895.03378378	5435.15603343	724465	41130	913	3000	3229.02702703	3533.10243876	477896	28255	1293	1888	2382.92567568	3014.62953149	352673	23196	82	1522	0.728324887676	0.132243993899	107.792083376	1.00064234892	0.406931090913	0.711925853205	0.444963057451	0.139317429073	65.8545325028	0.782153888875	0.166666666667	0.418156188714	9	0	0					
7	8	1	0	138	1.83333333333	1.43258906722	253	9	1	1	4700.07971014	3666.7815858	648611	19571	1080	3306	2990.31884058	2328.09367517	412664	13658	1308	1865	1989.72463768	1981.37037945	274582	13846	96	1455	0.742862732787	0.128752561482	102.515057125	1.00941254614	0.310585347702	0.738781936824	0.468178633832	0.140487695923	64.6086514688	0.811197057092	0.185073158119	0.447466244779	9	0	0					
7	9	1	0	154	1.92857142857	1.84747537632	297	11	1	1	5066.03896104	5170.92594821	780170	30681	1078	3224	10142.2662338	10061.0320109	1561909	64033	4662	5452	2390.03896104	2638.11219363	368066	16351	90	1410	0.719311529586	0.157792018017	110.773975556	1.01065977818	0.266142877292	0.719182829898	0.46253227215	0.147832349943	71.2299699111	0.808452083454	0.135524403357	0.449774154743	9	0	0					
7	10	1	0	133	1.92481203008	1.78216781575	256	11	1	1	5546.09022556	5132.02907544	737630	33070	942	3877	3896.95488722	3601.33430842	518295	20524	1562	2299	2231.38345865	2358.43772353	296774	15056	84	1488	0.728710745467	0.151602244976	96.9185291471	1.048370986	0.320322227903	0.716754553925	0.4566319329	0.141347974562	60.7320470756	0.894427191	0.0922210527717	0.436332932402	9	0	0					
7	11	1	0	120	2.15	2.34305697037	258	17	1	1	5214.88333333	5867.86586573	625786	40723	1034	3278	5376.625	5863.13852205	645195	42897	2176	2919	2380.75833333	2420.52429905	285691	11748	108	1598	0.748743990197	0.140023275692	89.8492788237	1.05360155294	0.315336509819	0.748334145903	0.488300857168	0.141078737712	58.5961028601	0.849643155168	0.144363625378	0.482841075872	9	0	0					
7	12	1	0	105	2.17142857143	2.3836669507	228	20	1	1	5924.46666667	6594.35711287	622069	43722	1004	3772	3722.4	4035.82282765	390852	33089	1392	2275	2115.11428571	3098.7697972	222087	28101	116	1327	0.751940671206	0.139020592619	78.9537704766	0.995921475289	0.315678109501	0.741898322128	0.474481369452	0.146985326143	49.8205437925	0.914607164931	0.153186253088	0.465902441175	9	0	0					
